"filename", "language", "Markdown", "C", "C++", "Lua", "Ini", "YAML", "XML", "Objective-C++", "Shell Script", "Python", "GLSL", "Makefile", "Batch", "HTML", "Groovy", "reStructuredText", "kotlin", "CSS", "Objective-C", "JavaScript", "SCSS", "comment", "blank", "total"
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float3x2.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float3x2_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float3x3.hpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 24
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float3x3_precision.hpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float3x4.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float3x4_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float4x2.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float4x2_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float4x3.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float4x3_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float4x4.hpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 24
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_float4x4_precision.hpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int2x2.hpp", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 39
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int2x2_sized.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int2x3.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int2x3_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int2x4.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int2x4_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int3x2.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int3x2_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int3x3.hpp", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 39
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int3x3_sized.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int3x4.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int3x4_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int4x2.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int4x2_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int4x3.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int4x3_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int4x4.hpp", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 39
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_int4x4_sized.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_integer.hpp", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 11, 92
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_integer.inl", "C++", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 39
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_projection.hpp", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 14, 150
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_projection.inl", "C++", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 107
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_relational.hpp", "C++", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 17, 133
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_relational.inl", "C++", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 89
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_transform.hpp", "C++", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 15, 172
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_transform.inl", "C++", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 208
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint2x2.hpp", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 39
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint2x2_sized.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint2x3.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint2x3_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint2x4.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint2x4_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint3x2.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint3x2_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint3x3.hpp", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 39
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint3x3_sized.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint3x4.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint3x4_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint4x2.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint4x2_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint4x3.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint4x3_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint4x4.hpp", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 39
"e:\Development\Orion\Orion\vendor\glm\glm\ext\matrix_uint4x4_sized.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_common.hpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 15, 136
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_common.inl", "C++", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 145
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_common_simd.inl", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_double.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 8, 40
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_double_precision.hpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 43
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_exponential.hpp", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 11, 64
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_exponential.inl", "C++", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 90
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_float.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 8, 40
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_float_precision.hpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 37
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_geometric.hpp", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 11, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_geometric.inl", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_relational.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 11, 63
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_relational.inl", "C++", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_transform.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 48
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_transform.inl", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 25
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_trigonometric.hpp", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 10, 64
"e:\Development\Orion\Orion\vendor\glm\glm\ext\quaternion_trigonometric.inl", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_common.hpp", "C++", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 24, 182
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_common.inl", "C++", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 171
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_constants.hpp", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 41
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_constants.inl", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_int_sized.hpp", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_integer.hpp", "C++", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 14, 93
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_integer.inl", "C++", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 244
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_packing.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 33
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_packing.inl", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_reciprocal.hpp", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 19, 136
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_reciprocal.inl", "C++", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 108
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_relational.hpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 10, 66
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_relational.inl", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 41
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_uint_sized.hpp", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 71
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_ulp.hpp", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 12, 75
"e:\Development\Orion\Orion\vendor\glm\glm\ext\scalar_ulp.inl", "C++", 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28, 285
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool1.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 31
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool1_precision.hpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 35
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool2.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool2_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool3.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool3_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool4.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_bool4_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_common.hpp", "C++", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 27, 229
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_common.inl", "C++", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 148
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double1.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double1_precision.hpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 37
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double2.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double2_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double3.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double3_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 35
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double4.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_double4_precision.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 36
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float1.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float1_precision.hpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 37
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float2.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float2_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float3.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float3_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float4.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_float4_precision.hpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 32
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_int1.hpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 33
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_int1_sized.hpp", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 50
"e:\Development\Orion\Orion\vendor\glm\glm\ext\vector_int2.hpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 19
